url, symbol, id
http://finance.yahoo.com/q?uhb=uh3_finance_vert&fr=&type=2button&s=ppg, PPG, yfs_l84_ppg
http://finance.yahoo.com/q;_ylt=AuN_82dL5k8sK5XG3Uewsjw0Zr8F?uhb=uhb2&fr=uh3_finance_vert_gs&type=2button&s=GOOG, GOOG, yfs_l84_goog
